adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,incident_family,accused_driver_number,affected_driver_numbers,location_model_reviewed,lap_model_reviewed,incident_lap_candidate,incident_lap_basis,incident_lap_window_min,incident_lap_window_max,possible_accused_laps,clock_lower_utc,clock_upper_utc,clock_mapping_basis,referral_episode_id,referral_link_status,referral_link_score,message_lap_upper_bound,message_lap_last,race_control_process_statuses,race_control_messages_json,first_lap_candidate,wet_track_candidate,safety_car_restart_candidate,attacker_line_candidate,overlap_candidate,corner_phase_candidate,control_error_candidate,context_evidence_json,context_review_status,timing_review_status,context_reviewer_id,context_reviewed_at,context_review_notes
adjudication-seed-fia-2018-aze-b6df36c282b7-01,adj-b5b3a795e56fb51d,incident-src-b5b3a795e56fb51d,fia-2018-aze-b6df36c282b7,2018-aze,Race,causing_collision,20,10,Turn 20,,,unresolved,47,48,47|48,2018-04-29T13:50:00+00:00,2018-04-29T13:51:00+00:00,fia_clock_lap_interval,referral-284df2fbe634a719,candidate_pending_review,10.0,51.0,51.0,post_session_investigation,"[""TURN 20 INCIDENT INVOLVING CARS 10 (GAS) AND 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-bel-5f9336c3c23e-01,adj-dad7e6d1095a4d05,incident-src-dad7e6d1095a4d05,fia-2018-bel-5f9336c3c23e,2018-bel,Race,causing_collision,77,35,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-08-26T13:13:00+00:00,2018-08-26T13:14:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-bel-6346000a9777-01,adj-f2430a8dcab51295,incident-src-f2430a8dcab51295,fia-2018-bel-6346000a9777,2018-bel,Race,causing_collision,27,14,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-08-26T13:13:00+00:00,2018-08-26T13:14:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-bhr-37959695abd9-01,adj-f085f5d8e175f3e4,incident-src-f085f5d8e175f3e4,fia-2018-bhr-37959695abd9,2018-bhr,Race,causing_collision,28,11,Turn 4,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-04-08T15:14:00+00:00,2018-04-08T15:15:00+00:00,fia_clock_pre_start_first_lap_tolerance,referral-d039353f8ed48fe0,high_confidence_algorithmic,15.0,7.0,12.0,investigation|sanction_announced|post_session_investigation,"[""TURN 4 INCIDENT INVOLVING CARS 11 (PER) AND 28 (HAR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 28 (HAR) - CAUSING A COLLISION"", ""INCIDENT INVOLVING CARS 11 (PER) AND 28 (HAR) UNDER INVESTIGATION - FAILURE TO MAINTAIN ORDER ON THE FORMATION LAP"", ""INCIDENT INVOLVING CARS 11 (PER) AND 28 (HAR) WILL BE INVESTIGATED AFTER THE RACE""]",True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-bra-1cf7293f9bee-01,adj-39523131c9d9684d,incident-src-39523131c9d9684d,fia-2018-bra-1cf7293f9bee,2018-bra,Race,causing_collision,31,33,Turn 2,,,unresolved,42,43,42|43,2018-11-11T18:06:00+00:00,2018-11-11T18:07:00+00:00,fia_clock_lap_interval,referral-396f655648060e9d,high_confidence_algorithmic,13.0,45.0,57.0,investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 31 (OCO) AND 33 (VER) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND STOP/GO PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-can-6ea0e0275da8-01,adj-1bf13c58d15a0c62,incident-src-1bf13c58d15a0c62,fia-2018-can-6ea0e0275da8,2018-can,Race,causing_collision,18,28,Turn 5,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-06-10T18:13:00+00:00,2018-06-10T18:14:00+00:00,fia_clock_lap_interval,referral-6aae47e17c294ba7,candidate_pending_review,10.0,5.0,6.0,investigation|no_further_action,"[""TURN 6 INCIDENT INVOLVING CARS 18 (STR) AND 28 (HAR) UNDER INVESTIGATION"", ""TURN 6 INCIDENT INVOLVING CARS 18 (STR) AND 28 (HAR) - NO FURTHER ACTION""]",True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-can-fa41432364aa-01,adj-f0841610b6a2725d,incident-src-f0841610b6a2725d,fia-2018-can-fa41432364aa,2018-can,Race,causing_collision,55,11,Turn 1,,,unresolved,4,5,4|5,2018-06-10T18:21:00+00:00,2018-06-10T18:22:00+00:00,fia_clock_lap_interval,referral-db028cc9d0a1469a,candidate_pending_review,12.0,6.0,12.0,noted|investigation|no_further_action,"[""TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) NOTED"", ""TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) UNDER INVESTIGATION"", ""TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 55 (SAI) - NO FURTHER ACTION""]",False,False,False,unknown,alongside,unknown,False,"{""overlap"": [""The Stewards reviewed video evidence that showed the cars were side by side coming into turn 1, there was enough room for both cars to avoid the collision, no driver was predominantely to blame for the incident.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-chn-ad3c0076d583-01,adj-171323b01c7fd2e4,incident-src-171323b01c7fd2e4,fia-2018-chn-ad3c0076d583,2018-chn,Race,causing_collision,10,28,Turn 14,,29,fia_incident_clock_single_lap_interval,29,29,29,2018-04-15T07:02:00+00:00,2018-04-15T07:03:00+00:00,fia_clock_lap_interval,referral-da0e54c0187d0fbe,high_confidence_algorithmic,15.0,32.0,36.0,investigation|sanction_announced,"[""TURN 14 INCIDENT INVOLVING CARS 10 (GAS) AND 28 (HAR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-chn-e98fbe4695b8-01,adj-04b290c26ab9e55d,incident-src-04b290c26ab9e55d,fia-2018-chn-e98fbe4695b8,2018-chn,Race,causing_collision,33,5,Turn 14,,,unresolved,43,44,43|44,2018-04-15T07:28:00+00:00,2018-04-15T07:29:00+00:00,fia_clock_lap_interval,referral-07b5cb573e331c13,high_confidence_algorithmic,15.0,44.0,46.0,investigation|sanction_announced,"[""TURN 14 INCIDENT INVOLVING CARS 5 (VET) AND 33 (VER) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 33 (VER) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-esp-231d287cafcd-01,adj-9fe86942c422bf75,incident-src-9fe86942c422bf75,fia-2018-esp-231d287cafcd,2018-esp,Race,causing_collision,8,27|10|20,Turns 2-3,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-05-13T13:13:00+00:00,2018-05-13T13:14:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-fra-505561fd0edc-01,adj-7f9ab5cd4940bce4,incident-src-7f9ab5cd4940bce4,fia-2018-fra-505561fd0edc,2018-fra,Race,causing_collision,31,10,Turn 3,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-06-24T14:13:00+00:00,2018-06-24T14:14:00+00:00,fia_clock_lap_interval,referral-b8d75cb18fc7f059,candidate_pending_review,11.0,3.0,5.0,investigation|post_session_investigation,"[""INCIDENT INVOLVING CARS 10 (GAS) AND 31 (OCO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""INCIDENT INVOLVING CARS 10 (GAS) AND 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE""]",True,False,False,unknown,unknown,apex,False,"{""corner_phase"": [""The driver of car 31 was optimistic in his move from the left of the track across to the apex of the corner.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-fra-80f5d9447315-01,adj-edac40e1e7230ec7,incident-src-edac40e1e7230ec7,fia-2018-fra-80f5d9447315,2018-fra,Race,causing_collision,8,31,,,1,race_control_explicit_lap_candidate_link,1,1,1,2018-06-24T14:13:00+00:00,2018-06-24T14:14:00+00:00,fia_clock_lap_interval,referral-572ef9f566c02a47,candidate_pending_review,8.0,27.0,32.0,no_further_action|investigation|sanction_announced,"[""LAP 1 TURN 4 INCIDENT INVOLVING CAR 8 (GRO) - NO FURTHER ACTION"", ""LAP 1 TURN 1 INCIDENT INVOLVING CAR 8 (GRO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 8 (GRO) - CAUSING A COLLISION""]",True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-fra-db6e1870bc40-01,adj-ff2eb72501ff888f,incident-src-ff2eb72501ff888f,fia-2018-fra-db6e1870bc40,2018-fra,Race,causing_collision,10,31,Turn 3,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-06-24T14:13:00+00:00,2018-06-24T14:14:00+00:00,fia_clock_lap_interval,referral-b8d75cb18fc7f059,candidate_pending_review,11.0,3.0,5.0,investigation|post_session_investigation,"[""INCIDENT INVOLVING CARS 10 (GAS) AND 31 (OCO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""INCIDENT INVOLVING CARS 10 (GAS) AND 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE""]",True,False,False,unknown,unknown,apex,False,"{""corner_phase"": [""The driver of car 31 was optimistic in his move from the left of the track across to the apex of the corner.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-fra-e65d0d06dbb7-01,adj-2528c2aa99cc8fa3,incident-src-2528c2aa99cc8fa3,fia-2018-fra-e65d0d06dbb7,2018-fra,Race,causing_collision,5,77,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-06-24T14:13:00+00:00,2018-06-24T14:14:00+00:00,fia_clock_lap_interval,referral-3c69a1bc7c5f01a1,high_confidence_algorithmic,13.0,2.0,9.0,investigation|sanction_announced,"[""INCIDENT INVOLVING CARS 5 (VET) AND 77 (BOT) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 5 (VET) - CAUSING A COLLISION""]",True,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""Car 77 clearly left room on the inside of Turn 1.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-gbr-33466a876bdd-01,adj-f0f6dfe8d6cd5cc8,incident-src-f0f6dfe8d6cd5cc8,fia-2018-gbr-33466a876bdd,2018-gbr,Race,causing_collision,10,11,"Turns 17, 16",,51,race_control_explicit_lap_candidate_link,50,51,50|51,2018-07-08T14:38:00+00:00,2018-07-08T14:39:00+00:00,fia_clock_lap_interval,referral-bc126f304171b19a,candidate_pending_review,8.0,52.0,52.0,investigation,"[""LAP 51 TURN 17 INCIDENT INVOLVING CARS 10 (GAS) AND 11 (PER) UNDER INVESTIGATION""]",False,False,False,unknown,unknown,apex,False,"{""corner_phase"": [""However, Gasly touched the sausage kerb at the apex of turn 16 which caused him to collide with Perez.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-gbr-70534cc8d2b4-01,adj-e2c907d5f1895cff,incident-src-e2c907d5f1895cff,fia-2018-gbr-70534cc8d2b4,2018-gbr,Race,causing_collision,8,55,Turn 9,,38,race_control_explicit_lap_candidate_link,,,,2018-07-08T14:18:00+00:00,2018-07-08T14:19:00+00:00,fia_clock_unmatched_to_lap_interval,referral-735cdd9a62f7643d,candidate_pending_review,10.0,40.0,40.0,post_session_investigation,"[""LAP 38 TURN 9 INCIDENT INVOLVING CARS 8 (GRO) AND 55 (SAI) WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,outside,unknown,apex,False,"{""attacker_line"": [""Car 55 had a run on the outside of Car 8 going into the very fast turn 9.""], ""corner_phase"": [""While the driver of car 55 did slightly tighten his line towards the apex, the drivers agreed that this was not the entire reason for the incident.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-gbr-c4ec3bfd58d1-01,adj-71bfdbf175be2808,incident-group-5f15a97b01053cd7,fia-2018-gbr-c4ec3bfd58d1,2018-gbr,Race,causing_collision,20,8,Turn 3,,1,race_control_explicit_lap_high_confidence_link,1,1,1,2018-07-08T13:13:00+00:00,2018-07-08T13:14:00+00:00,fia_clock_lap_interval,referral-54d4208235326886,high_confidence_algorithmic,15.0,8.0,12.0,investigation|no_further_action,"[""LAP 1 TURN 3 INCIDENT INVOLVING CARS 8 (GRO) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION"", ""LAP 1 TURN 3 INCIDENT INVOLVING CARS 8 (GRO) AND 20 (MAG) - NO FURTHER ACTION""]",True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-gbr-dbd297e3a1ec-01,adj-5085c3b16294abcf,incident-group-5f15a97b01053cd7,fia-2018-gbr-dbd297e3a1ec,2018-gbr,Race,causing_collision,8,20,Turn 3,,1,race_control_explicit_lap_high_confidence_link,1,1,1,2018-07-08T13:13:00+00:00,2018-07-08T13:14:00+00:00,fia_clock_lap_interval,referral-54d4208235326886,high_confidence_algorithmic,15.0,8.0,12.0,investigation|no_further_action,"[""LAP 1 TURN 3 INCIDENT INVOLVING CARS 8 (GRO) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION"", ""LAP 1 TURN 3 INCIDENT INVOLVING CARS 8 (GRO) AND 20 (MAG) - NO FURTHER ACTION""]",True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-gbr-f20a2f7cd356-01,adj-5384303bfd85706c,incident-src-5384303bfd85706c,fia-2018-gbr-f20a2f7cd356,2018-gbr,Race,causing_collision,7,44,Turn 3,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-07-08T13:13:00+00:00,2018-07-08T13:14:00+00:00,fia_clock_lap_interval,referral-e1b8f833e205b138,candidate_pending_review,8.0,7.0,7.0,sanction_announced,"[""10 SECOND TIME PENALTY FOR CAR 7 (RAI) - CAUSING A COLLISION""]",True,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""Car 44 clearly left significant room on the inside of Turn 3.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-hun-4bfaca494290-01,adj-dd118f0c5b27dc3e,incident-src-dd118f0c5b27dc3e,fia-2018-hun-4bfaca494290,2018-hun,Race,causing_collision,77,3,Turn 1,,,unresolved,67,68,67|68,2018-07-29T14:46:00+00:00,2018-07-29T14:47:00+00:00,fia_clock_lap_interval,referral-57858ca3de2f83c6,candidate_pending_review,10.0,69.0,69.0,post_session_investigation,"[""TURN 1 INCIDENT INVOLVING CARS 3 (RIC) AND 77 (BOT) WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,outside,unknown,unknown,False,"{""attacker_line"": [""As the two cars approached Turn 1, Ricciardo was on the outside of the the turn and gave plenty of room.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-ita-46eec3615f40-01,adj-baf8a03a8e84a2b5,incident-group-dc038f07ea0cd46a,fia-2018-ita-46eec3615f40,2018-ita,Race,causing_collision,44,5,Turn 4,,1,fia_incident_clock_single_lap_interval,1,1,1,2018-09-02T13:14:00+00:00,2018-09-02T13:15:00+00:00,fia_clock_lap_interval,referral-7eee0a9c2ce4a186,candidate_pending_review,12.0,2.0,6.0,investigation|no_further_action,"[""TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 44 (HAM) UNDER INVESTIGATION"", ""TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 44 (HAM) - NO FURTHER ACTION""]",True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2018-ita-4bcc40bb113b-01,adj-87372849846bf17f,incident-src-87372849846bf17f,fia-2018-ita-4bcc40bb113b,2018-ita,Race,causing_collision,33,77,Turn 1,,,unresolved,42,43,42|43,2018-09-02T14:15:00+00:00,2018-09-02T14:16:00+00:00,fia_clock_lap_interval,referral-5d5df20eacae8c4b,candidate_pending_review,10.0,44.0,44.0,investigation,"[""TURN 1 INCIDENT INVOLVING CARS 33 (VER) AND 77 (BOT) UNDER INVESTIGATION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
